emp_id	date_of_joining	quarter_of_joining	half_of_joining	year_of_joining	month_of_joining	month_name_of_joining	short_month	day_of_joining	dow_of_joining	short_dow	age_in_company_years
926154	4/23/1997	Q2	H1	1997	4	April	Apr	23	Wednesday	Wed	20.28
394810	2/12/1991	Q1	H1	1991	2	February	Feb	12	Tuesday	Tue	26.47
687401	2/7/2015	Q1	H1	2015	2	February	Feb	7	Saturday	Sat	2.47
974616	1/19/2016	Q1	H1	2016	1	January	Jan	19	Tuesday	Tue	1.52
270457	7/15/2011	Q3	H2	2011	7	July	Jul	15	Friday	Fri	6.04
277592	9/17/1992	Q3	H2	1992	9	September	Sep	17	Thursday	Thu	24.88
613591	11/27/2004	Q4	H2	2004	11	November	Nov	27	Saturday	Sat	12.67
247283	4/5/2011	Q2	H1	2011	4	April	Apr	5	Tuesday	Tue	6.32
398095	10/13/1983	Q4	H2	1983	10	October	Oct	13	Thursday	Thu	33.81
920771	8/17/1997	Q3	H2	1997	8	August	Aug	17	Sunday	Sun	19.96
459843	12/25/2011	Q4	H2	2011	12	December	Dec	25	Sunday	Sun	5.59
606888	3/20/2000	Q1	H1	2000	3	March	Mar	20	Monday	Mon	17.37
594984	3/15/1996	Q1	H1	1996	3	March	Mar	15	Friday	Fri	21.38
994976	7/9/2008	Q3	H2	2008	7	July	Jul	9	Wednesday	Wed	9.06
328485	8/12/1990	Q3	H2	1990	8	August	Aug	12	Sunday	Sun	26.98
829405	7/7/1993	Q3	H2	1993	7	July	Jul	7	Wednesday	Wed	24.07
422757	12/20/2014	Q4	H2	2014	12	December	Dec	20	Saturday	Sat	2.61
922797	10/14/2004	Q4	H2	2004	10	October	Oct	14	Thursday	Thu	12.79
847428	9/30/1991	Q3	H2	1991	9	September	Sep	30	Monday	Mon	25.84
891455	1/13/2002	Q1	H1	2002	1	January	Jan	13	Sunday	Sun	15.55
667427	8/3/2014	Q3	H2	2014	8	August	Aug	3	Sunday	Sun	2.99
182058	1/24/1993	Q1	H1	1993	1	January	Jan	24	Sunday	Sun	24.52
655131	4/17/2010	Q2	H1	2010	4	April	Apr	17	Saturday	Sat	7.28
707518	10/29/1997	Q4	H2	1997	10	October	Oct	29	Wednesday	Wed	19.76
906859	3/2/2008	Q1	H1	2008	3	March	Mar	2	Sunday	Sun	9.41
673270	3/15/2016	Q1	H1	2016	3	March	Mar	15	Tuesday	Tue	1.37
531882	11/15/2013	Q4	H2	2013	11	November	Nov	15	Friday	Fri	3.7
983939	2/13/1995	Q1	H1	1995	2	February	Feb	13	Monday	Mon	22.47
513931	4/23/1980	Q2	H1	1980	4	April	Apr	23	Wednesday	Wed	37.29
777262	6/15/2004	Q2	H1	2004	6	June	Jun	15	Tuesday	Tue	13.13
454106	1/29/2013	Q1	H1	2013	1	January	Jan	29	Tuesday	Tue	4.5
531851	9/7/1988	Q3	H2	1988	9	September	Sep	7	Wednesday	Wed	28.91
220965	4/25/2017	Q2	H1	2017	4	April	Apr	25	Tuesday	Tue	0.26
447929	8/3/1998	Q3	H2	1998	8	August	Aug	3	Monday	Mon	19.0
882771	10/7/2008	Q4	H2	2008	10	October	Oct	7	Tuesday	Tue	8.81
473542	3/1/2011	Q1	H1	2011	3	March	Mar	1	Tuesday	Tue	6.41
259575	10/18/2015	Q4	H2	2015	10	October	Oct	18	Sunday	Sun	1.78
316922	1/26/1989	Q1	H1	1989	1	January	Jan	26	Thursday	Thu	28.52
244149	2/26/2000	Q1	H1	2000	2	February	Feb	26	Saturday	Sat	17.43
305307	5/14/1989	Q2	H1	1989	5	May	May	14	Sunday	Sun	28.22
875533	5/18/2008	Q2	H1	2008	5	May	May	18	Sunday	Sun	9.2
859376	6/9/1997	Q2	H1	1997	6	June	Jun	9	Monday	Mon	20.15
282256	6/22/2012	Q2	H1	2012	6	June	Jun	22	Friday	Fri	5.1
768563	1/18/1990	Q1	H1	1990	1	January	Jan	18	Thursday	Thu	27.54
172115	11/22/2016	Q4	H2	2016	11	November	Nov	22	Tuesday	Tue	0.68
494604	2/24/1996	Q1	H1	1996	2	February	Feb	24	Saturday	Sat	21.44
968133	10/14/2015	Q4	H2	2015	10	October	Oct	14	Wednesday	Wed	1.79
368730	3/20/2014	Q1	H1	2014	3	March	Mar	20	Thursday	Thu	3.36
669410	9/26/1986	Q3	H2	1986	9	September	Sep	26	Friday	Fri	30.86
967052	6/29/2011	Q2	H1	2011	6	June	Jun	29	Wednesday	Wed	6.08
216967	9/8/2004	Q3	H2	2004	9	September	Sep	8	Wednesday	Wed	12.89
257355	2/20/2009	Q1	H1	2009	2	February	Feb	20	Friday	Fri	8.44
818168	9/13/1999	Q3	H2	1999	9	September	Sep	13	Monday	Mon	17.88
602133	5/30/2016	Q2	H1	2016	5	May	May	30	Monday	Mon	1.16
808335	1/31/2016	Q1	H1	2016	1	January	Jan	31	Sunday	Sun	1.49
335404	11/9/2010	Q4	H2	2010	11	November	Nov	9	Tuesday	Tue	6.72
358127	2/10/2015	Q1	H1	2015	2	February	Feb	10	Tuesday	Tue	2.46
904705	7/2/2016	Q3	H2	2016	7	July	Jul	2	Saturday	Sat	1.07
387199	8/11/1997	Q3	H2	1997	8	August	Aug	11	Monday	Mon	19.98
258167	3/11/2012	Q1	H1	2012	3	March	Mar	11	Sunday	Sun	5.38
384959	8/29/2008	Q3	H2	2008	8	August	Aug	29	Friday	Fri	8.92
624229	2/17/2015	Q1	H1	2015	2	February	Feb	17	Tuesday	Tue	2.44
208218	8/28/2014	Q3	H2	2014	8	August	Aug	28	Thursday	Thu	2.92
265724	3/26/2011	Q1	H1	2011	3	March	Mar	26	Saturday	Sat	6.35
678593	3/15/2017	Q1	H1	2017	3	March	Mar	15	Wednesday	Wed	0.37
729053	6/4/2011	Q2	H1	2011	6	June	Jun	4	Saturday	Sat	6.15
266158	3/23/1987	Q1	H1	1987	3	March	Mar	23	Monday	Mon	30.37
780884	1/26/2013	Q1	H1	2013	1	January	Jan	26	Saturday	Sat	4.5
555585	6/20/2011	Q2	H1	2011	6	June	Jun	20	Monday	Mon	6.11
556330	4/23/2013	Q2	H1	2013	4	April	Apr	23	Tuesday	Tue	4.27
354190	2/10/2005	Q1	H1	2005	2	February	Feb	10	Thursday	Thu	12.47
963652	1/15/2002	Q1	H1	2002	1	January	Jan	15	Tuesday	Tue	15.54
544513	1/22/1989	Q1	H1	1989	1	January	Jan	22	Sunday	Sun	28.53
264781	6/23/2010	Q2	H1	2010	6	June	Jun	23	Wednesday	Wed	7.1
956796	7/8/2003	Q3	H2	2003	7	July	Jul	8	Tuesday	Tue	14.07
290591	9/29/1991	Q3	H2	1991	9	September	Sep	29	Sunday	Sun	25.85
243683	12/15/2013	Q4	H2	2013	12	December	Dec	15	Sunday	Sun	3.62
341202	7/25/2015	Q3	H2	2015	7	July	Jul	25	Saturday	Sat	2.01
704255	1/27/2014	Q1	H1	2014	1	January	Jan	27	Monday	Mon	3.5
290293	2/13/2012	Q1	H1	2012	2	February	Feb	13	Monday	Mon	5.46
421614	3/13/2016	Q1	H1	2016	3	March	Mar	13	Sunday	Sun	1.38
549078	11/22/2003	Q4	H2	2003	11	November	Nov	22	Saturday	Sat	13.69
938396	11/13/2004	Q4	H2	2004	11	November	Nov	13	Saturday	Sat	12.71
253932	9/3/1996	Q3	H2	1996	9	September	Sep	3	Tuesday	Tue	20.91
982890	3/16/1992	Q1	H1	1992	3	March	Mar	16	Monday	Mon	25.38
517514	5/31/2015	Q2	H1	2015	5	May	May	31	Sunday	Sun	2.16
656027	8/17/1993	Q3	H2	1993	8	August	Aug	17	Tuesday	Tue	23.96
803314	7/24/2016	Q3	H2	2016	7	July	Jul	24	Sunday	Sun	1.01
754855	10/23/1992	Q4	H2	1992	10	October	Oct	23	Friday	Fri	24.78
180399	6/7/1990	Q2	H1	1990	6	June	Jun	7	Thursday	Thu	27.16
589012	8/27/2011	Q3	H2	2011	8	August	Aug	27	Saturday	Sat	5.92
613875	1/7/2005	Q1	H1	2005	1	January	Jan	7	Friday	Fri	12.56
850673	8/13/1999	Q3	H2	1999	8	August	Aug	13	Friday	Fri	17.97
754018	8/29/2003	Q3	H2	2003	8	August	Aug	29	Friday	Fri	13.92
341263	12/13/2009	Q4	H2	2009	12	December	Dec	13	Sunday	Sun	7.63
505614	6/10/2017	Q2	H1	2017	6	June	Jun	10	Saturday	Sat	0.13
457432	5/11/2010	Q2	H1	2010	5	May	May	11	Tuesday	Tue	7.22
160401	4/9/2017	Q2	H1	2017	4	April	Apr	9	Sunday	Sun	0.3
820045	1/22/2016	Q1	H1	2016	1	January	Jan	22	Friday	Fri	1.52
900359	4/25/2017	Q2	H1	2017	4	April	Apr	25	Tuesday	Tue	0.26
676338	4/30/1994	Q2	H1	1994	4	April	Apr	30	Saturday	Sat	23.26
515944	8/29/2011	Q3	H2	2011	8	August	Aug	29	Monday	Mon	5.92
266823	4/30/2008	Q2	H1	2008	4	April	Apr	30	Wednesday	Wed	9.25
927057	6/9/2005	Q2	H1	2005	6	June	Jun	9	Thursday	Thu	12.14
863434	10/25/1999	Q4	H2	1999	10	October	Oct	25	Monday	Mon	17.77
182663	9/29/2014	Q3	H2	2014	9	September	Sep	29	Monday	Mon	2.83
984225	8/13/1990	Q3	H2	1990	8	August	Aug	13	Monday	Mon	26.98
538803	7/4/1998	Q3	H2	1998	7	July	Jul	4	Saturday	Sat	19.08
864370	10/11/2015	Q4	H2	2015	10	October	Oct	11	Sunday	Sun	1.8
849238	9/3/2003	Q3	H2	2003	9	September	Sep	3	Wednesday	Wed	13.91
769303	9/9/2006	Q3	H2	2006	9	September	Sep	9	Saturday	Sat	10.89
575812	3/23/2016	Q1	H1	2016	3	March	Mar	23	Wednesday	Wed	1.35
203803	3/22/2012	Q1	H1	2012	3	March	Mar	22	Thursday	Thu	5.35
301975	2/26/2015	Q1	H1	2015	2	February	Feb	26	Thursday	Thu	2.42
883978	7/22/2017	Q3	H2	2017	7	July	Jul	22	Saturday	Sat	0.02
490788	3/5/2010	Q1	H1	2010	3	March	Mar	5	Friday	Fri	7.4
526254	12/25/1983	Q4	H2	1983	12	December	Dec	25	Sunday	Sun	33.61
463957	6/22/2006	Q2	H1	2006	6	June	Jun	22	Thursday	Thu	11.11
340574	5/15/2016	Q2	H1	2016	5	May	May	15	Sunday	Sun	1.2
391646	7/28/2007	Q3	H2	2007	7	July	Jul	28	Saturday	Sat	10.01
220941	5/3/1994	Q2	H1	1994	5	May	May	3	Tuesday	Tue	23.25
138191	12/6/2013	Q4	H2	2013	12	December	Dec	6	Friday	Fri	3.64
116700	4/19/2009	Q2	H1	2009	4	April	Apr	19	Sunday	Sun	8.28
373115	1/5/2010	Q1	H1	2010	1	January	Jan	5	Tuesday	Tue	7.56
275099	12/19/2007	Q4	H2	2007	12	December	Dec	19	Wednesday	Wed	9.61
307557	10/4/2016	Q4	H2	2016	10	October	Oct	4	Tuesday	Tue	0.81
848018	8/31/2001	Q3	H2	2001	8	August	Aug	31	Friday	Fri	15.92
472891	10/19/1998	Q4	H2	1998	10	October	Oct	19	Monday	Mon	18.79
188105	2/7/1992	Q1	H1	1992	2	February	Feb	7	Friday	Fri	25.49
385410	9/4/2016	Q3	H2	2016	9	September	Sep	4	Sunday	Sun	0.9
472516	8/10/2001	Q3	H2	2001	8	August	Aug	10	Friday	Fri	15.98
528280	1/4/2016	Q1	H1	2016	1	January	Jan	4	Monday	Mon	1.56
448880	12/3/1993	Q4	H2	1993	12	December	Dec	3	Friday	Fri	23.67
349818	2/21/2006	Q1	H1	2006	2	February	Feb	21	Tuesday	Tue	11.44
378680	11/4/2004	Q4	H2	2004	11	November	Nov	4	Thursday	Thu	12.74
595400	7/16/1991	Q3	H2	1991	7	July	Jul	16	Tuesday	Tue	26.05
588252	7/7/2017	Q3	H2	2017	7	July	Jul	7	Friday	Fri	0.06
759942	2/28/2011	Q1	H1	2011	2	February	Feb	28	Monday	Mon	6.42
563480	3/5/1989	Q1	H1	1989	3	March	Mar	5	Sunday	Sun	28.42
772564	4/2/2010	Q2	H1	2010	4	April	Apr	2	Friday	Fri	7.33
490306	7/21/2016	Q3	H2	2016	7	July	Jul	21	Thursday	Thu	1.02
376045	5/15/1999	Q2	H1	1999	5	May	May	15	Saturday	Sat	18.22
939548	3/14/2016	Q1	H1	2016	3	March	Mar	14	Monday	Mon	1.37
790829	7/24/2015	Q3	H2	2015	7	July	Jul	24	Friday	Fri	2.01
274488	4/27/1986	Q2	H1	1986	4	April	Apr	27	Sunday	Sun	31.27
992147	4/17/2014	Q2	H1	2014	4	April	Apr	17	Thursday	Thu	3.28
980718	7/4/2012	Q3	H2	2012	7	July	Jul	4	Wednesday	Wed	5.07
128609	9/21/2002	Q3	H2	2002	9	September	Sep	21	Saturday	Sat	14.86
182069	7/8/2016	Q3	H2	2016	7	July	Jul	8	Friday	Fri	1.05
804855	10/31/1999	Q4	H2	1999	10	October	Oct	31	Sunday	Sun	17.75
171974	3/29/2010	Q1	H1	2010	3	March	Mar	29	Monday	Mon	7.34
255342	12/8/2013	Q4	H2	2013	12	December	Dec	8	Sunday	Sun	3.64
346533	2/10/2006	Q1	H1	2006	2	February	Feb	10	Friday	Fri	11.47
746089	2/28/1992	Q1	H1	1992	2	February	Feb	28	Friday	Fri	25.43
878584	7/3/2002	Q3	H2	2002	7	July	Jul	3	Wednesday	Wed	15.08
739524	1/15/2015	Q1	H1	2015	1	January	Jan	15	Thursday	Thu	2.53
251891	5/26/2016	Q2	H1	2016	5	May	May	26	Thursday	Thu	1.17
920890	12/20/1999	Q4	H2	1999	12	December	Dec	20	Monday	Mon	17.62
551274	3/30/1993	Q1	H1	1993	3	March	Mar	30	Tuesday	Tue	24.35
631072	9/11/1987	Q3	H2	1987	9	September	Sep	11	Friday	Fri	29.9
323835	4/3/2017	Q2	H1	2017	4	April	Apr	3	Monday	Mon	0.32
693274	9/23/2015	Q3	H2	2015	9	September	Sep	23	Wednesday	Wed	1.85
428180	8/8/1998	Q3	H2	1998	8	August	Aug	8	Saturday	Sat	18.98
212865	6/11/2004	Q2	H1	2004	6	June	Jun	11	Friday	Fri	13.14
204234	11/17/1988	Q4	H2	1988	11	November	Nov	17	Thursday	Thu	28.71
450235	6/6/2017	Q2	H1	2017	6	June	Jun	6	Tuesday	Tue	0.14
911577	7/7/2004	Q3	H2	2004	7	July	Jul	7	Wednesday	Wed	13.07
204398	5/24/2001	Q2	H1	2001	5	May	May	24	Thursday	Thu	16.19
297420	8/14/2008	Q3	H2	2008	8	August	Aug	14	Thursday	Thu	8.96
125092	5/12/2014	Q2	H1	2014	5	May	May	12	Monday	Mon	3.21
192998	8/5/2006	Q3	H2	2006	8	August	Aug	5	Saturday	Sat	10.99
828183	9/28/2004	Q3	H2	2004	9	September	Sep	28	Tuesday	Tue	12.84
826852	7/27/2009	Q3	H2	2009	7	July	Jul	27	Monday	Mon	8.01
970952	4/4/2011	Q2	H1	2011	4	April	Apr	4	Monday	Mon	6.32
781362	4/12/2014	Q2	H1	2014	4	April	Apr	12	Saturday	Sat	3.3
588498	1/18/2010	Q1	H1	2010	1	January	Jan	18	Monday	Mon	7.53
411593	2/17/2017	Q1	H1	2017	2	February	Feb	17	Friday	Fri	0.44
124019	5/28/2013	Q2	H1	2013	5	May	May	28	Tuesday	Tue	4.17
401636	12/4/1998	Q4	H2	1998	12	December	Dec	4	Friday	Fri	18.66
293239	5/17/2017	Q2	H1	2017	5	May	May	17	Wednesday	Wed	0.2
910681	7/15/2006	Q3	H2	2006	7	July	Jul	15	Saturday	Sat	11.04
601266	6/18/2008	Q2	H1	2008	6	June	Jun	18	Wednesday	Wed	9.12
995300	5/22/2008	Q2	H1	2008	5	May	May	22	Thursday	Thu	9.19
662117	6/20/1992	Q2	H1	1992	6	June	Jun	20	Saturday	Sat	25.12
498307	11/10/1999	Q4	H2	1999	11	November	Nov	10	Wednesday	Wed	17.73
746459	5/13/2002	Q2	H1	2002	5	May	May	13	Monday	Mon	15.22
841937	3/5/2011	Q1	H1	2011	3	March	Mar	5	Saturday	Sat	6.4
240220	7/24/2014	Q3	H2	2014	7	July	Jul	24	Thursday	Thu	3.01
715699	9/10/2001	Q3	H2	2001	9	September	Sep	10	Monday	Mon	15.89
622487	11/24/2015	Q4	H2	2015	11	November	Nov	24	Tuesday	Tue	1.68
740330	1/2/2010	Q1	H1	2010	1	January	Jan	2	Saturday	Sat	7.57
176910	6/24/2001	Q2	H1	2001	6	June	Jun	24	Sunday	Sun	16.1
235966	3/30/1997	Q1	H1	1997	3	March	Mar	30	Sunday	Sun	20.34
138911	5/14/2005	Q2	H1	2005	5	May	May	14	Saturday	Sat	12.21
922248	6/3/1990	Q2	H1	1990	6	June	Jun	3	Sunday	Sun	27.17
626217	5/9/2007	Q2	H1	2007	5	May	May	9	Wednesday	Wed	10.23
415934	9/8/2007	Q3	H2	2007	9	September	Sep	8	Saturday	Sat	9.89
422206	5/12/2010	Q2	H1	2010	5	May	May	12	Wednesday	Wed	7.22
899789	2/24/2012	Q1	H1	2012	2	February	Feb	24	Friday	Fri	5.43
523574	1/11/2014	Q1	H1	2014	1	January	Jan	11	Saturday	Sat	3.55
532464	10/6/2006	Q4	H2	2006	10	October	Oct	6	Friday	Fri	10.82
352019	4/21/2017	Q2	H1	2017	4	April	Apr	21	Friday	Fri	0.27
727632	8/30/2012	Q3	H2	2012	8	August	Aug	30	Thursday	Thu	4.91
415915	3/25/2017	Q1	H1	2017	3	March	Mar	25	Saturday	Sat	0.34
327266	5/17/2015	Q2	H1	2015	5	May	May	17	Sunday	Sun	2.2
184562	6/1/2010	Q2	H1	2010	6	June	Jun	1	Tuesday	Tue	7.16
195421	1/16/1989	Q1	H1	1989	1	January	Jan	16	Monday	Mon	28.55
453609	10/21/2001	Q4	H2	2001	10	October	Oct	21	Sunday	Sun	15.78
389919	5/1/2004	Q2	H1	2004	5	May	May	1	Saturday	Sat	13.25
153156	9/1/2013	Q3	H2	2013	9	September	Sep	1	Sunday	Sun	3.91
996654	12/22/1995	Q4	H2	1995	12	December	Dec	22	Friday	Fri	21.61
569462	12/18/1987	Q4	H2	1987	12	December	Dec	18	Friday	Fri	29.63
211452	8/3/2000	Q3	H2	2000	8	August	Aug	3	Thursday	Thu	16.99
914372	10/18/2000	Q4	H2	2000	10	October	Oct	18	Wednesday	Wed	16.79
718795	2/4/2003	Q1	H1	2003	2	February	Feb	4	Tuesday	Tue	14.49
207968	4/23/1986	Q2	H1	1986	4	April	Apr	23	Wednesday	Wed	31.28
439746	11/9/2009	Q4	H2	2009	11	November	Nov	9	Monday	Mon	7.72
641760	2/27/2007	Q1	H1	2007	2	February	Feb	27	Tuesday	Tue	10.42
347694	7/30/1983	Q3	H2	1983	7	July	Jul	30	Saturday	Sat	34.02
721578	12/15/1997	Q4	H2	1997	12	December	Dec	15	Monday	Mon	19.63
832795	7/17/2006	Q3	H2	2006	7	July	Jul	17	Monday	Mon	11.04
385144	9/2/1999	Q3	H2	1999	9	September	Sep	2	Thursday	Thu	17.92
148260	4/4/2007	Q2	H1	2007	4	April	Apr	4	Wednesday	Wed	10.32
184078	9/24/1988	Q3	H2	1988	9	September	Sep	24	Saturday	Sat	28.86
980679	6/4/1992	Q2	H1	1992	6	June	Jun	4	Thursday	Thu	25.16
940131	4/15/2009	Q2	H1	2009	4	April	Apr	15	Wednesday	Wed	8.29
457762	7/15/2010	Q3	H2	2010	7	July	Jul	15	Thursday	Thu	7.04
353075	4/18/2015	Q2	H1	2015	4	April	Apr	18	Saturday	Sat	2.28
899559	7/1/2016	Q3	H2	2016	7	July	Jul	1	Friday	Fri	1.07
237536	2/19/2004	Q1	H1	2004	2	February	Feb	19	Thursday	Thu	13.45
635977	2/13/2017	Q1	H1	2017	2	February	Feb	13	Monday	Mon	0.45
641573	7/20/2015	Q3	H2	2015	7	July	Jul	20	Monday	Mon	2.02
417979	2/11/2014	Q1	H1	2014	2	February	Feb	11	Tuesday	Tue	3.46
255919	3/8/2015	Q1	H1	2015	3	March	Mar	8	Sunday	Sun	2.39
311687	5/6/2001	Q2	H1	2001	5	May	May	6	Sunday	Sun	16.24
884829	4/11/1999	Q2	H1	1999	4	April	Apr	11	Sunday	Sun	18.31
121951	7/11/2017	Q3	H2	2017	7	July	Jul	11	Tuesday	Tue	0.05
863545	8/28/2004	Q3	H2	2004	8	August	Aug	28	Saturday	Sat	12.92
224611	3/31/2003	Q1	H1	2003	3	March	Mar	31	Monday	Mon	14.34
722348	1/27/2017	Q1	H1	2017	1	January	Jan	27	Friday	Fri	0.5
255850	1/13/1989	Q1	H1	1989	1	January	Jan	13	Friday	Fri	28.56
271753	10/6/2001	Q4	H2	2001	10	October	Oct	6	Saturday	Sat	15.82
349684	4/25/1988	Q2	H1	1988	4	April	Apr	25	Monday	Mon	29.28
532160	12/4/1995	Q4	H2	1995	12	December	Dec	4	Monday	Mon	21.66
215333	4/8/2005	Q2	H1	2005	4	April	Apr	8	Friday	Fri	12.31
253046	6/8/2014	Q2	H1	2014	6	June	Jun	8	Sunday	Sun	3.14
361407	3/20/2008	Q1	H1	2008	3	March	Mar	20	Thursday	Thu	9.36
481325	9/17/2014	Q3	H2	2014	9	September	Sep	17	Wednesday	Wed	2.86
421943	9/17/2012	Q3	H2	2012	9	September	Sep	17	Monday	Mon	4.86
535313	9/3/2016	Q3	H2	2016	9	September	Sep	3	Saturday	Sat	0.9
643106	9/29/2016	Q3	H2	2016	9	September	Sep	29	Thursday	Thu	0.83
593241	9/9/2010	Q3	H2	2010	9	September	Sep	9	Thursday	Thu	6.89
418066	7/14/2003	Q3	H2	2003	7	July	Jul	14	Monday	Mon	14.05
324892	5/2/2015	Q2	H1	2015	5	May	May	2	Saturday	Sat	2.24
144120	12/27/2003	Q4	H2	2003	12	December	Dec	27	Saturday	Sat	13.59
276484	10/5/2015	Q4	H2	2015	10	October	Oct	5	Monday	Mon	1.81
890363	9/22/2015	Q3	H2	2015	9	September	Sep	22	Tuesday	Tue	1.85
261363	9/8/2005	Q3	H2	2005	9	September	Sep	8	Thursday	Thu	11.89
398349	12/1/2015	Q4	H2	2015	12	December	Dec	1	Tuesday	Tue	1.66
678628	7/8/2015	Q3	H2	2015	7	July	Jul	8	Wednesday	Wed	2.06
557980	1/13/1991	Q1	H1	1991	1	January	Jan	13	Sunday	Sun	26.56
133146	8/18/1999	Q3	H2	1999	8	August	Aug	18	Wednesday	Wed	17.96
840702	10/9/1989	Q4	H2	1989	10	October	Oct	9	Monday	Mon	27.82
147376	4/9/2002	Q2	H1	2002	4	April	Apr	9	Tuesday	Tue	15.31
701381	3/13/2017	Q1	H1	2017	3	March	Mar	13	Monday	Mon	0.38
300287	1/31/2017	Q1	H1	2017	1	January	Jan	31	Tuesday	Tue	0.49
525055	6/20/2017	Q2	H1	2017	6	June	Jun	20	Tuesday	Tue	0.1
389576	12/21/2012	Q4	H2	2012	12	December	Dec	21	Friday	Fri	4.6
698336	9/15/2001	Q3	H2	2001	9	September	Sep	15	Saturday	Sat	15.88
507101	7/18/2005	Q3	H2	2005	7	July	Jul	18	Monday	Mon	12.04
197287	4/17/1995	Q2	H1	1995	4	April	Apr	17	Monday	Mon	22.3
229973	9/8/2015	Q3	H2	2015	9	September	Sep	8	Tuesday	Tue	1.89
309197	5/20/2016	Q2	H1	2016	5	May	May	20	Friday	Fri	1.19
637992	4/17/2017	Q2	H1	2017	4	April	Apr	17	Monday	Mon	0.28
816700	7/1/2017	Q3	H2	2017	7	July	Jul	1	Saturday	Sat	0.07
351251	2/10/2012	Q1	H1	2012	2	February	Feb	10	Friday	Fri	5.47
480401	11/4/2016	Q4	H2	2016	11	November	Nov	4	Friday	Fri	0.73
638330	3/30/1988	Q1	H1	1988	3	March	Mar	30	Wednesday	Wed	29.35
182137	1/28/2016	Q1	H1	2016	1	January	Jan	28	Thursday	Thu	1.5
137952	11/29/1997	Q4	H2	1997	11	November	Nov	29	Saturday	Sat	19.67
725043	1/16/2010	Q1	H1	2010	1	January	Jan	16	Saturday	Sat	7.53
832886	12/18/2016	Q4	H2	2016	12	December	Dec	18	Sunday	Sun	0.61
703985	2/27/2005	Q1	H1	2005	2	February	Feb	27	Sunday	Sun	12.42
663733	12/3/2015	Q4	H2	2015	12	December	Dec	3	Thursday	Thu	1.65
804844	11/5/2012	Q4	H2	2012	11	November	Nov	5	Monday	Mon	4.73
179094	5/31/2006	Q2	H1	2006	5	May	May	31	Wednesday	Wed	11.17
453407	9/27/2011	Q3	H2	2011	9	September	Sep	27	Tuesday	Tue	5.84
196509	11/13/2013	Q4	H2	2013	11	November	Nov	13	Wednesday	Wed	3.71
489903	7/27/1987	Q3	H2	1987	7	July	Jul	27	Monday	Mon	30.02
155097	7/14/1992	Q3	H2	1992	7	July	Jul	14	Tuesday	Tue	25.05
779497	9/18/2008	Q3	H2	2008	9	September	Sep	18	Thursday	Thu	8.86
716058	10/14/1995	Q4	H2	1995	10	October	Oct	14	Saturday	Sat	21.8
745056	12/29/2016	Q4	H2	2016	12	December	Dec	29	Thursday	Thu	0.58
234615	8/30/1999	Q3	H2	1999	8	August	Aug	30	Monday	Mon	17.92
567772	1/14/1985	Q1	H1	1985	1	January	Jan	14	Monday	Mon	32.56
972355	1/8/1993	Q1	H1	1993	1	January	Jan	8	Friday	Fri	24.57
674758	11/9/2015	Q4	H2	2015	11	November	Nov	9	Monday	Mon	1.72
753760	8/6/2014	Q3	H2	2014	8	August	Aug	6	Wednesday	Wed	2.98
957898	12/17/2016	Q4	H2	2016	12	December	Dec	17	Saturday	Sat	0.61
192572	5/15/2015	Q2	H1	2015	5	May	May	15	Friday	Fri	2.21
935973	9/20/2003	Q3	H2	2003	9	September	Sep	20	Saturday	Sat	13.86
363221	3/16/2016	Q1	H1	2016	3	March	Mar	16	Wednesday	Wed	1.37
590652	9/27/2012	Q3	H2	2012	9	September	Sep	27	Thursday	Thu	4.84
210654	7/30/2010	Q3	H2	2010	7	July	Jul	30	Friday	Fri	7.0
928517	9/25/2011	Q3	H2	2011	9	September	Sep	25	Sunday	Sun	5.84
984074	2/10/2011	Q1	H1	2011	2	February	Feb	10	Thursday	Thu	6.47
258773	6/3/1992	Q2	H1	1992	6	June	Jun	3	Wednesday	Wed	25.17
837426	7/15/1999	Q3	H2	1999	7	July	Jul	15	Thursday	Thu	18.05
324793	3/29/2010	Q1	H1	2010	3	March	Mar	29	Monday	Mon	7.34
182460	6/16/2017	Q2	H1	2017	6	June	Jun	16	Friday	Fri	0.12
622810	9/11/2008	Q3	H2	2008	9	September	Sep	11	Thursday	Thu	8.88
596285	9/16/2005	Q3	H2	2005	9	September	Sep	16	Friday	Fri	11.87
729914	1/11/2014	Q1	H1	2014	1	January	Jan	11	Saturday	Sat	3.55
744810	12/10/2008	Q4	H2	2008	12	December	Dec	10	Wednesday	Wed	8.64
773036	4/24/2014	Q2	H1	2014	4	April	Apr	24	Thursday	Thu	3.26
445332	2/22/2011	Q1	H1	2011	2	February	Feb	22	Tuesday	Tue	6.43
821073	11/24/1999	Q4	H2	1999	11	November	Nov	24	Wednesday	Wed	17.69
531432	3/7/2012	Q1	H1	2012	3	March	Mar	7	Wednesday	Wed	5.39
912439	9/4/2008	Q3	H2	2008	9	September	Sep	4	Thursday	Thu	8.9
836165	12/1/2014	Q4	H2	2014	12	December	Dec	1	Monday	Mon	2.66
483451	9/23/2003	Q3	H2	2003	9	September	Sep	23	Tuesday	Tue	13.85
174117	2/8/2012	Q1	H1	2012	2	February	Feb	8	Wednesday	Wed	5.47
902898	4/12/2013	Q2	H1	2013	4	April	Apr	12	Friday	Fri	4.3
134451	10/21/2004	Q4	H2	2004	10	October	Oct	21	Thursday	Thu	12.78
468488	12/10/2007	Q4	H2	2007	12	December	Dec	10	Monday	Mon	9.64
